Tahun,Provinsi,Kabupaten/Kota,Timbulan Sampah Tahunan (ton/tahun)(A),Pengurangan Sampah Tahunan (ton/tahun)(B),%Pengurangan Sampah(B/A),Penanganan Sampah Tahunan (ton/tahun)(C),%Penanganan Sampah(C/A),Sampah Terkelola Tahunan (ton/tahun)(B+C),%Sampah Terkelola(B+C)/A,Daur ulang Sampah Tahunan (ton/tahun)(D),Bahan baku Sampah Tahunan (ton/tahun)(E),Recycling Rate(D+E)/A,P1/P2
2021,Kalimantan Barat,Kab. Melawi,"30,524.07","2,024.47",6.63,"11,924.55",39.07,"13,949.02",45.7,475.23,,1.56,P 2
2021,Kalimantan Barat,Kota Pontianak,"144,651.25","32,784.28",22.66,"109,849.88",75.94,"142,634.16",98.61,"25,777.41",349.88,18.06,P 2
2021,Kalimantan Barat,Kota Singkawang,"42,899.18","4,049.77",9.44,"17,965.26",41.88,"22,015.04",51.32,"2,570.76","1,109.76",8.58,P 2
2021,Kalimantan Tengah,Kab. Kapuas,"74,898.00","13,404.53",17.9,"8,782.74",11.73,"22,187.27",29.62,"1,505.25",22.74,2.04,P 2
2021,Kalimantan Tengah,Kab. Barito Utara,"23,129.61","4,720.39",20.41,"16,103.80",69.62,"20,824.19",90.03,"1,435.45",43.8,6.4,P 2
2021,Kalimantan Tengah,Kab. Gunung Mas,"37,065.75","14,382.18",38.8,"2,846.27",7.68,"17,228.45",46.48,,,0,P 2
2021,Kalimantan Tengah,Kab. Pulang Pisau,"24,698.82",0.1,0,"1,546.78",6.26,"1,546.88",6.26,,,0,P 2
2021,Kalimantan Tengah,Kab. Murung Raya,"20,125.19",527.76,2.62,"5,825.40",28.95,"6,353.16",31.57,0,,0,P 2
2021,Kalimantan Tengah,Kab. Barito Timur,"16,977.76",54.35,0.32,"3,737.60",22.01,"3,791.95",22.33,54.35,,0.32,P 2
2021,Kalimantan Tengah,Kota Palangkaraya,"53,990.25","12,841.72",23.79,"40,130.47",74.33,"52,972.19",98.11,"10,877.73",427.96,20.94,P 2
2021,Kalimantan Selatan,Kab. Tanah Laut,"51,733.64","9,592.11",18.54,"28,471.83",55.04,"38,063.94",73.58,22.77,1.83,0.05,P 2
2021,Kalimantan Selatan,Kab. Kotabaru,"47,540.81",908.85,1.91,"34,156.70",71.85,"35,065.55",73.76,0,,0,P 2
2021,Kalimantan Selatan,Kab. Banjar,"148,795.80","22,183.21",14.91,"104,809.75",70.44,"126,992.96",85.35,882.17,54.75,0.63,P 2
2021,Kalimantan Selatan,Kab. Barito Kuala,"34,660.04","7,305.97",21.08,"17,702.50",51.07,"25,008.47",72.15,"5,311.88","1,825.00",20.59,P 2
2021,Kalimantan Selatan,Kab. Tapin,"29,379.14","4,253.89",14.48,"16,276.08",55.4,"20,529.97",69.88,"4,107.91",398.58,15.34,P 2
2021,Kalimantan Selatan,Kab. Hulu Sungai Selatan,"35,042.92","7,174.06",20.47,"18,291.97",52.2,"25,466.04",72.67,"1,579.06","2,454.63",11.51,P 2
2021,Kalimantan Selatan,Kab. Hulu Sungai Tengah,"37,773.27","6,684.87",17.7,"20,516.06",54.31,"27,200.92",72.01,"6,684.87",137.74,18.06,P 2
2021,Kalimantan Selatan,Kab. Hulu Sungai Utara,"35,280.75","9,404.56",26.66,"25,147.40",71.28,"34,551.97",97.93,"3,540.88",367.56,11.08,P 2
2021,Kalimantan Selatan,Kab. Tabalong,"36,982.53","5,538.73",14.98,"21,918.25",59.27,"27,456.98",74.24,"3,214.37",,8.69,P 2
2021,Kalimantan Selatan,Kab. Tanah Bumbu,"59,986.29","5,492.69",9.16,"43,447.05",72.43,"48,939.74",81.58,"3,880.53",,6.47,P 2
2021,Kalimantan Selatan,Kab. Balangan,"20,440.98","2,921.87",14.29,"14,517.88",71.02,"17,439.75",85.32,866.88,"1,815.88",13.12,P 2
2021,Kalimantan Selatan,Kota Banjarmasin,"184,856.04","45,477.00",24.6,"137,495.50",74.38,"182,972.50",98.98,"4,748.65",985.5,3.1,P 2
2021,Kalimantan Selatan,Kota Banjarbaru,"60,120.18","13,299.17",22.12,"46,079.89",76.65,"59,379.07",98.77,"10,080.85",454.9,17.52,P 2
2021,Kalimantan Timur,Kab. Paser,"42,080.85","4,310.44",10.24,"25,528.00",60.66,"29,838.44",70.91,"2,580.60",80.2,6.32,P 2
2021,Kalimantan Timur,Kab. Kutai Kartanegara,"81,243.53","11,240.05",13.84,"56,433.96",69.46,"67,674.01",83.3,"3,202.84",87.6,4.05,P 2
2021,Kalimantan Timur,Kab. Kutai Timur,"77,461.58","15,598.70",20.14,"54,817.31",70.77,"70,416.01",90.9,"1,150.26",67.31,1.57,P 2
2021,Kalimantan Timur,Kab. Penajam Paser Utara,"33,766.52","7,475.10",22.14,"20,645.75",61.14,"28,120.85",83.28,"1,392.80",315.25,5.06,P 2
2021,Kalimantan Timur,Kota Balikpapan,"181,479.86","43,773.49",24.12,"135,830.73",74.85,"179,604.22",98.97,"30,800.27",543.48,17.27,P 2
2021,Kalimantan Timur,Kota Samarinda,"212,376.71","36,370.93",17.13,"172,103.99",81.04,"208,474.92",98.16,"32,990.32",754.73,15.89,P 2
2021,Kalimantan Timur,Kota Bontang,"37,894.33","7,626.14",20.12,"30,069.06",79.35,"37,695.20",99.47,"7,192.13",182.87,19.46,P 2
2021,Kalimantan Utara,Kab. Nunukan,"15,260.25","3,290.49",21.56,"7,702.91",50.48,"10,993.40",72.04,"1,562.06","2,262.72",25.06,P 2
2021,Sulawesi Utara,Kab. Minahasa,"62,700.43","6,248.80",9.97,"31,390.00",50.06,"37,638.80",60.03,,,0,P 1
2021,Sulawesi Utara,Kab. Minahasa Selatan,"34,523.60","6,715.13",19.45,"8,760.00",25.37,"15,475.13",44.82,671.01,,1.94,P 2
2021,Sulawesi Utara,Kab. Minahasa Utara,"41,061.22","7,948.44",19.36,"20,476.50",49.87,"28,424.94",69.23,26.34,,0.06,P 2
2021,Sulawesi Utara,Kab. Minahasa Tenggara,"16,559.47","3,658.57",22.09,"7,973.42",48.15,"11,631.99",70.24,655.24,16.43,4.06,P 2
2021,Sulawesi Utara,Kab. Bolaang Mongondow Utara,"15,167.94",401.5,2.65,"3,650.00",24.06,"4,051.50",26.71,,,0,P 2
2021,Sulawesi Utara,Kab. Kep. Siau Tagulandang Biaro,"13,429.08",930.75,6.93,"2,920.00",21.74,"3,850.75",28.67,,,0,P 1
2021,Sulawesi Utara,Kab. Bolaang Mongondow Selatan,"12,736.86",711.98,5.59,"1,496.50",11.75,"2,208.48",17.34,,23.73,0.19,P 2
2021,Sulawesi Utara,Kota Manado,"124,059.81","17,618.31",14.2,"89,790.00",72.38,"107,408.31",86.58,13.35,,0.01,P 2
2021,Sulawesi Utara,Kota Bitung,"57,874.58","1,178.65",2.04,"41,281.50",71.33,"42,460.15",73.37,,36.5,0.06,P 2
2021,Sulawesi Utara,Kota Tomohon,"26,136.88","3,650.62",13.97,"19,162.50",73.32,"22,813.12",87.28,0.36,,0,P 2
2021,Sulawesi Utara,Kota Kotamobagu,"31,620.68","4,857.04",15.36,"22,588.02",71.43,"27,445.06",86.79,"2,633.48",147.83,8.8,P 2
2021,Sulawesi Tengah,Kab. Donggala,"44,400.06","1,509.82",3.4,"2,964.17",6.68,"4,473.98",10.08,925.12,7.67,2.1,P 2
2021,Sulawesi Tengah,Kab. Parigi Moutong,"82,341.99",785.79,0.95,"6,022.52",7.31,"6,808.31",8.27,351.86,0.02,0.43,P 2
2021,Sulawesi Tengah,Kab. Banggai Laut,"12,933.78",122.4,0.95,"4,215.75",32.59,"4,338.15",33.54,,,0,P 2
2021,Sulawesi Tengah,Kota Palu,"68,228.90","4,926.41",7.22,"58,400.00",85.59,"63,326.41",92.81,0,,0,P 2
2021,Sulawesi Selatan,Kab. Kepulauan Selayar,"20,488.47","1,058.25",5.17,"8,212.50",40.08,"9,270.75",45.25,812.24,,3.96,P 2
2021,Sulawesi Selatan,Kab. Bulukumba,"63,488.39","13,930.07",21.94,"44,604.82",70.26,"58,534.90",92.2,"2,105.01",292,3.78,P 2
2021,Sulawesi Selatan,Kab. Bantaeng,"29,446.45","5,727.43",19.45,"10,665.72",36.22,"16,393.15",55.67,"5,409.10",544.27,20.22,P 2
2021,Sulawesi Selatan,Kab. Jeneponto,"58,635.06","4,006.77",6.83,"19,543.38",33.33,"23,550.15",40.16,"1,605.30",61.5,2.84,P 2
2021,Sulawesi Selatan,Kab. Sinjai,"39,534.76","8,523.07",21.56,"30,222.00",76.44,"38,745.08",98,"6,529.58",,16.52,P 2
2021,Sulawesi Selatan,Kab. Bone,"147,231.88","31,797.05",21.6,"71,905.00",48.84,"103,702.05",70.43,"20,379.85",,13.84,P 2
2021,Sulawesi Selatan,Kab. Maros,"57,950.90","12,112.09",20.9,"29,218.25",50.42,"41,330.34",71.32,"3,242.55",18.25,5.63,P 2
2021,Sulawesi Selatan,Kab. Pangkajene Kepulauan,"50,483.15","5,329.65",10.56,"21,134.67",41.86,"26,464.32",52.42,"4,420.43","2,824.44",14.35,P 2
2021,Sulawesi Selatan,Kab. Barru,"27,722.04","3,236.28",11.67,"13,220.92",47.69,"16,457.19",59.37,"2,624.36",0.62,9.47,P 2
2021,Sulawesi Selatan,Kab. Soppeng,"34,707.12","3,249.01",9.36,"22,985.15",66.23,"26,234.16",75.59,"2,572.49",99.65,7.7,P 2
2021,Sulawesi Selatan,Kab. Wajo,"55,348.60",867.97,1.57,"41,693.79",75.33,"42,561.76",76.9,16.95,94.01,0.2,P 2
2021,Sulawesi Selatan,Kab. Sidenreng Rappang,"46,718.54","9,086.15",19.45,"25,921.21",55.48,"35,007.36",74.93,"9,057.27",444.21,20.34,P 2
2021,Sulawesi Selatan,Kab. Pinrang,"64,570.25","14,182.56",21.96,"28,973.70",44.87,"43,156.26",66.84,"14,066.17",,21.78,P 2
2021,Sulawesi Selatan,Kab. Enrekang,"41,596.68","9,371.28",22.53,"20,075.00",48.26,"29,446.28",70.79,"3,766.00","6,752.50",25.29,P 2
2021,Sulawesi Selatan,Kab. Luwu,"55,544.39","4,182.70",7.53,"12,818.85",23.08,"17,001.55",30.61,845.59,,1.52,P 1
2021,Sulawesi Selatan,Kab. Luwu Timur,"43,874.61","6,818.72",15.54,"24,528.00",55.9,"31,346.72",71.45,"5,921.09",73,13.66,P 2
2021,Sulawesi Selatan,Kota Makassar,"373,653.93","38,415.99",10.28,"328,500.00",87.92,"366,915.99",98.2,"18,589.30",,4.98,P 2
2021,Sulawesi Selatan,Kota Pare Pare,"27,832.35","4,712.62",16.93,"20,373.02",73.2,"25,085.64",90.13,"1,649.78",6.02,5.95,P 2
2021,Sulawesi Selatan,Kota Palopo,"33,704.28","1,762.38",5.23,"21,973.00",65.19,"23,735.38",70.42,99.95,73,0.51,P 2
2021,Sulawesi Tenggara,Kab. Kolaka Utara,"20,340.57","1,440.10",7.08,"7,672.82",37.72,"9,112.92",44.8,"1,022.00",7.82,5.06,P 2
2021,Sulawesi Tenggara,Kota Kendari,"96,542.67","19,785.15",20.49,"69,423.00",71.91,"89,208.15",92.4,"3,441.95",0,3.57,P 2
2021,Gorontalo,Kab. Pohuwato,"21,379.07","6,135.32",28.7,"5,519.97",25.82,"11,655.29",54.52,"4,845.37","2,373.30",33.77,P 2
2021,Gorontalo,Kota Gorontalo,"51,541.50","11,217.25",21.76,"36,135.00",70.11,"47,352.25",91.87,"9,981.40",,19.37,P 2
2021,Sulawesi Barat,Kab. Mamuju,"45,786.99","4,929.00",10.77,"7,544.55",16.48,"12,473.55",27.24,"4,852.02",,10.6,P 2
2021,Sulawesi Barat,Kab. Majene,"25,463.42",782.85,3.07,"9,636.00",37.84,"10,418.85",40.92,730.16,,2.87,P 2
2021,Sulawesi Barat,Kab. Mamuju Tengah,"22,864.48",,,"4,015.00",17.56,"4,015.00",17.56,,,0,P 2
2021,Maluku,Kota Tual,"19,611.92",0.73,0,"13,140.00",67,"13,140.73",67,0.73,,0,P 2
2021,Maluku Utara,Kab. Halmahera Utara,"52,084.44",,,"14,600.00",28.03,"14,600.00",28.03,,,0,P 1
2021,Maluku Utara,Kota Tidore Kepulauan,"16,834.53","1,770.24",10.52,"9,070.80",53.88,"10,841.04",64.4,"1,770.24",0.55,10.52,P 2
2021,Papua,Kab. Jayapura,"30,746.87","4,006.97",13.03,"11,680.00",37.99,"15,686.97",51.02,"3,942.00",,12.82,P 2
2021,Papua,Kab. Nabire,"24,693.86",2.77,0.01,"4,336.20",17.56,"4,338.97",17.57,,,0,P 2
2021,Papua,Kab. Biak Numfor,"21,323.59","3,658.13",17.16,"15,074.50",70.69,"18,732.63",87.85,"3,498.58",,16.41,P 2
2021,Papua,Kab. Keerom,"8,996.96",,,"3,083.52",34.27,"3,083.52",34.27,,,0,P 2
2021,Papua,Kab. Asmat,"16,298.27",54.75,0.34,"3,102.50",19.04,"3,157.25",19.37,,,0,P 2
2021,Papua,Kab. Lanny Jaya,"29,483.24",0,0,316.8,1.07,316.8,1.07,,,0,P 2
2021,Papua,Kota Jayapura,"79,496.56","3,927.15",4.94,"68,985.00",86.78,"72,912.15",91.72,"2,940.63",,3.7,P 2
2021,Papua Barat,Kab. Manokwari,"58,405.66",,,"40,540.55",69.41,"40,540.55",69.41,,,0,P 2
2021,Papua Barat,Kab. Sorong Selatan,"8,167.39",0.43,0.01,"1,277.50",15.64,"1,277.93",15.65,,,0,P 2
2020,Aceh,Kab. Aceh Selatan,"35,713.64","2,181.54",6.11,"13,034.15",36.5,"15,215.69",42.6,77.68,,0.22,P 1
2020,Aceh,Kab. Aceh Timur,"21,023.49",95.45,0.45,"9,274.65",44.12,"9,370.11",44.57,91.25,,0.43,P 2
2020,Aceh,Kab. Aceh Tengah,"37,067.15","3,648.54",9.84,"22,229.81",59.97,"25,878.35",69.81,"1,053.03",,2.84,P 2
2020,Aceh,Kab. Simeulue,"15,897.10",443.48,2.79,"5,299.80",33.34,"5,743.27",36.13,443.48,,2.79,P 2
2020,Aceh,Kab. Gayo Lues,"13,972.20",54.75,0.39,"6,245.15",44.7,"6,299.90",45.09,,,0,P 1
2020,Aceh,Kab. Aceh Jaya,"16,876.51",13.38,0.08,"11,530.35",68.32,"11,543.73",68.4,,,0,P 2
2020,Aceh,Kab. Bener Meriah,"23,597.54","5,153.19",21.84,"9,125.00",38.67,"14,278.19",60.51,,,0,P 2
2020,Aceh,Kota Banda Aceh,"88,800.12","11,392.79",12.83,"73,728.43",83.03,"85,121.23",95.86,"11,205.08",,12.62,P 2
2020,Aceh,Kota Sabang,"9,624.82",0,0,"6,380.20",66.29,"6,380.20",66.29,,,0,P 2
2020,Aceh,Kota Langsa,"34,737.78","7,957.95",22.91,"17,804.34",51.25,"25,762.28",74.16,"1,514.50",284.34,5.18,P 2
2020,Sumatera Utara,Kab. Langkat,"150,409.49",0,0,"26,284.38",17.48,"26,284.38",17.48,,4.38,0,P 2
2020,Sumatera Utara,Kab. Deli Serdang,"400,716.89","55,029.78",13.73,"148,591.50",37.08,"203,621.28",50.81,"50,690.02",766.5,12.84,P 2
2020,Sumatera Utara,Kab. Asahan,"228,071.97","28,841.59",12.65,"157,909.95",69.24,"186,751.54",81.88,158.48,,0.07,P 2
2020,Sumatera Utara,Kab. Dairi,"41,508.38",111.07,0.27,"10,318.55",24.86,"10,429.62",25.13,,80.3,0.19,P 2
2020,Sumatera Utara,Kab. Humbang Hasundutan,"20,825.37","1,350.14",6.48,"11,348.23",54.49,"12,698.37",60.98,802.46,170.1,4.67,P 2
2020,Sumatera Utara,Kab. Samosir,"32,370.63","1,496.50",4.62,"10,402.50",32.14,"11,899.00",36.76,"1,168.00",73,3.83,P 2
2020,Sumatera Utara,Kota Medan,"622,206.89","64,905.91",10.43,"328,500.00",52.8,"393,405.91",63.23,"64,893.91",,10.43,P 2
2020,Sumatera Utara,Kota Pematang Siantar,"84,460.96","4,501.49",5.33,"61,685.00",73.03,"66,186.49",78.36,21.43,,0.03,P 1
2020,Sumatera Utara,Kota Sibolga,"22,388.44","7,017.95",31.35,"3,668.25",16.38,"10,686.20",47.73,338.72,18.25,1.59,P 2
2020,Sumatera Utara,Kota Tebing Tinggi,"44,726.04","9,589.46",21.44,"31,636.08",70.73,"41,225.55",92.17,"9,589.46",308.92,22.13,P 2
2020,Sumatera Barat,Kab. Pesisir Selatan,"56,034.44","9,510.20",16.97,"12,045.00",21.5,"21,555.20",38.47,"7,878.50",,14.06,P 2
2020,Sumatera Barat,Kab. Sijunjung,"34,989.67","4,837.02",13.82,"5,475.00",15.65,"10,312.02",29.47,"4,820.55",,13.78,P 2
2020,Sumatera Barat,Kab. Tanah Datar,"43,959.16","7,146.33",16.26,"15,574.48",35.43,"22,720.81",51.69,"6,896.53",550.63,16.94,P 2
2020,Sumatera Barat,Kab. Agam,"72,213.64","1,650.71",2.29,"17,032.06",23.59,"18,682.77",25.87,"1,648.83",4.09,2.29,P 2
2020,Sumatera Barat,Kab. Lima Puluh Kota,"56,536.46","1,666.86",2.95,"5,241.40",9.27,"6,908.26",12.22,24.36,,0.04,P 2
2020,Sumatera Barat,Kab. Pasaman,"32,068.90","1,679.32",5.24,"10,694.50",33.35,"12,373.82",38.59,"1,028.59",,3.21,P 1
2020,Sumatera Barat,Kab. Dharmasraya,"35,605.56","3,175.08",8.92,"21,984.68",61.75,"25,159.76",70.66,968.29,,2.72,P 2
2020,Sumatera Barat,Kab. Pasaman Barat,"64,783.41",921.57,1.42,"11,563.20",17.85,"12,484.77",19.27,921.57,,1.42,P 2
2020,Sumatera Barat,Kota Padang,"232,259.72","27,834.75",11.98,"182,500.00",78.58,"210,334.75",90.56,"11,009.17",0,4.74,P 2
2020,Sumatera Barat,Kota Solok,"18,505.87","1,766.23",9.54,"16,253.08",87.83,"18,019.31",97.37,"1,508.99",17.89,8.25,P 2
2020,Sumatera Barat,Kota Sawahlunto,"6,852.82","1,472.73",21.49,"5,146.50",75.1,"6,619.23",96.59,971.1,36.5,14.7,P 2
2020,Sumatera Barat,Kota Padang Panjang,"17,019.51","2,052.57",12.06,"14,859.88",87.31,"16,912.45",99.37,367.33,73,2.59,P 2
2020,Sumatera Barat,Kota Bukittinggi,"45,368.41","1,647.99",3.63,"40,716.11",89.75,"42,364.11",93.38,"1,087.05",292,3.04,P 2
2020,Sumatera Barat,Kota Payakumbuh,"35,679.04","5,791.40",16.23,"27,913.01",78.23,"33,704.40",94.47,"5,111.26",81.76,14.55,P 2
2020,Riau,Kab. Kampar,"128,435.47","24,699.75",19.23,"22,630.00",17.62,"47,329.75",36.85,0,15.51,0.01,P 2
2020,Riau,Kab. Bengkalis,"94,115.74","3,563.26",3.79,"59,602.01",63.33,"63,165.26",67.11,"3,563.26",29.57,3.82,P 1
2020,Riau,Kab. Indragiri Hilir,"109,472.70","9,545.47",8.72,"19,115.05",17.46,"28,660.52",26.18,"3,936.05",,3.6,P 2
2020,Riau,Kab. Pelalawan,"55,158.80","9,855.09",17.87,"19,738.30",35.78,"29,593.40",53.65,0.62,343.44,0.62,P 2
2020,Riau,Kab. Rokan Hilir,"187,355.08","8,990.04",4.8,"62,860.30",33.55,"71,850.34",38.35,"8,990.04",80.3,4.84,P 1
2020,Riau,Kab. Siak,"69,739.82","14,262.83",20.45,"285,915.46",409.97,"300,178.29",430.43,"4,179.29",,5.99,P 2
2020,Riau,Kab. Kuantan Singingi,"48,784.73","1,291.32",2.65,,,"1,291.32",2.65,789.08,,1.62,P 2
2020,Riau,Kota Pekanbaru,"400,461.54","8,405.56",2.1,"283,178.68",70.71,"291,584.24",72.81,114.83,"2,409.73",0.63,P 2
2020,Riau,Kota Dumai,"58,368.43","1,777.80",3.05,,,"1,777.80",3.05,,,0,P 2
2020,Jambi,Kab. Merangin,"71,332.50","21,227.09",29.76,"29,962.85",42,"51,189.94",71.76,"5,786.97","12,913.70",26.22,P 2
2020,Jambi,Kab. Sarolangun,"40,612.09","2,192.92",5.4,"5,956.80",14.67,"8,149.72",20.07,"2,192.92",,5.4,P 2
2020,Jambi,Kab. Batanghari,"44,750.17",329.76,0.74,"9,125.00",20.39,"9,454.76",21.13,329.76,,0.74,P 2
2020,Jambi,Kab. Muaro Jambi,"29,792.97","3,327.14",11.17,"6,022.50",20.21,"9,349.64",31.38,"1,242.83",,4.17,P 2
2020,Jambi,Kab. Tanjung Jabung Barat,"60,942.59","10,914.32",17.91,"14,600.00",23.96,"25,514.32",41.87,273.61,,0.45,P 2
2020,Jambi,Kab. Bungo,"55,610.38","11,914.55",21.43,"28,080.87",50.5,"39,995.41",71.92,"6,862.56","7,500.07",25.83,P 2
2020,Jambi,Kab. Tebo,"49,299.67",,,"7,339.50",14.89,"7,339.50",14.89,,,0,P 2
2020,Jambi,Kota Jambi,"156,103.35","5,497,852.88","3,521.93","117,442.40",75.23,"5,615,295.29","3,597.17","5,477,586.84",,"3,508.95",P 1
2020,Jambi,Kota Sungai Penuh,"17,916.39",0,0,"11,862.50",66.21,"11,862.50",66.21,,,0,P 2
2020,Sumatera Selatan,Kab. Ogan Komering Ulu,"54,329.96","11,149.30",20.52,"20,075.00",36.95,"31,224.30",57.47,"10,504.79",,19.34,P 2
2020,Sumatera Selatan,Kab. Muara Enim,"148,345.86","33,683.79",22.71,"35,405.00",23.87,"69,088.79",46.57,"14,438.82",,9.73,P 2
2020,Sumatera Selatan,Kab. Lahat,"111,840.27","1,734.62",1.55,"43,800.00",39.16,"45,534.62",40.71,"1,734.62",,1.55,P 1
2020,Sumatera Selatan,Kab. Musi Rawas,"103,783.08","24,524.25",23.63,"4,015.00",3.87,"28,539.25",27.5,"3,123.45",,3.01,P 2
2020,Sumatera Selatan,Kab. Musi Banyuasin,"94,593.69","17,488.54",18.49,"22,885.87",24.19,"40,374.40",42.68,"10,472.51",,11.07,P 2
2020,Sumatera Selatan,Kab. Banyuasin,"207,426.14","13,362.79",6.44,"45,333.00",21.86,"58,695.79",28.3,404.5,,0.2,P 2
2020,Sumatera Selatan,Kab. Ogan Komering Ulu Timur,"176,275.84","2,133.88",1.21,"38,478.30",21.83,"40,612.18",23.04,"1,656.29",,0.94,P 2
2020,Sumatera Selatan,Kab. Ogan Ilir,"107,510.06","17,631.99",16.4,"8,994.24",8.37,"26,626.23",24.77,,,0,P 2
2020,Sumatera Selatan,Kab. Empat Lawang,"64,711.00",183.95,0.28,"7,300.00",11.28,"7,483.95",11.57,121.55,,0.19,P 2
2020,Sumatera Selatan,Kota Palembang,"426,390.66","84,359.96",19.78,"327,019.20",76.69,"411,379.15",96.48,"62,047.77",565.75,14.68,P 2
2020,Sumatera Selatan,Kota Prabumulih,"34,479.54","5,937.07",17.22,"24,820.00",71.98,"30,757.07",89.2,"5,723.46",,16.6,P 2
2020,Bengkulu,Kab. Bengkulu Selatan,"23,127.71","1,988.05",8.6,"9,088.50",39.3,"11,076.55",47.89,500.05,,2.16,P 1
2020,Bengkulu,Kab. Bengkulu Utara,"66,651.12","8,324.09",12.49,"15,330.00",23,"23,654.09",35.49,"7,243.37",292,11.31,P 1
2020,Bengkulu,Kab. Lebong,"15,726.97",0,0,"4,336.20",27.57,"4,336.20",27.57,0,,0,P 2
2020,Bengkulu,Kab. Kepahiang,"20,498.84","3,037.89",14.82,"6,570.00",32.05,"9,607.89",46.87,56.58,,0.28,P 2
2020,Bengkulu,Kab. Bengkulu Tengah,"21,214.90","1,276.06",6.01,"5,781.60",27.25,"7,057.66",33.27,271.8,,1.28,P 2
2020,Lampung,Kab. Lampung Barat,"44,805.94","1,064.59",2.38,"4,251.99",9.49,"5,316.58",11.87,"1,064.59",3.39,2.38,P 2
2020,Lampung,Kab. Way Kanan,"70,036.49","44,180.36",63.08,"4,189.98",5.98,"48,370.34",69.06,804.65,247.98,1.5,P 2
2020,Lampung,Kab. Pesawaran,"65,467.86","2,062.29",3.15,"4,380.00",6.69,"6,442.29",9.84,"2,062.29",,3.15,P 2
2020,Lampung,Kota Bandar Lampung,"276,649.16","13,132.14",4.75,"255,500.00",92.36,"268,632.14",97.1,26.47,,0.01,P 2
2020,Lampung,Kota Metro,"37,651.79","5,953.10",15.81,"24,692.25",65.58,"30,645.35",81.39,"5,537.85",,14.71,P 2
2020,Kepulauan Bangka Belitung,Kab. Bangka,"46,947.32","4,085.72",8.7,"27,040.30",57.6,"31,126.02",66.3,"2,143.67",11.32,4.59,P 2
2020,Kepulauan Bangka Belitung,Kab. Belitung,"25,910.91","3,163.15",12.21,"6,953.74",26.84,"10,116.89",39.04,"3,161.37",4.87,12.22,P 2
2020,Kepulauan Bangka Belitung,Kab. Bangka Selatan,"31,901.44","4,741.75",14.86,"16,324.62",51.17,"21,066.37",66.04,"4,019.50",0,12.6,P 1
2020,Kepulauan Bangka Belitung,Kab. Bangka Tengah,"29,160.14","5,299.36",18.17,"4,565.42",15.66,"9,864.78",33.83,220.74,,0.76,P 2
2020,Kepulauan Bangka Belitung,Kab. Bangka Barat,"29,058.53",0,0,"5,526.10",19.02,"5,526.10",19.02,0,,0,P 2
2020,Kepulauan Bangka Belitung,Kab. Belitung Timur,"18,421.99",,,"12,098.81",65.68,"12,098.81",65.68,,,0,P 2
2020,Kepulauan Bangka Belitung,Kota Pangkal Pinang,"55,416.16","9,023.17",16.28,"38,325.00",69.16,"47,348.17",85.44,,847.53,1.53,P 2
2020,Kepulauan Riau,Kab. Bintan,"19,499.65","4,128.52",21.17,"14,472.25",74.22,"18,600.77",95.39,358.97,,1.84,P 2
2020,Kepulauan Riau,Kab. Karimun,"64,677.53","12,311.61",19.04,"50,735.00",78.44,"63,046.61",97.48,"2,874.28",,4.44,P 2
2020,Kepulauan Riau,Kab. Natuna,"11,366.74",,,"4,916.55",43.25,"4,916.55",43.25,,,0,P 2
2020,Kepulauan Riau,Kab. Lingga,"10,157.55","2,264.96",22.3,"5,955.34",58.63,"8,220.30",80.93,"1,434.75",662.84,20.65,P 2
2020,Kepulauan Riau,Kab. Kepulauan Anambas,"4,702.70",218.2,4.64,328.5,6.99,546.7,11.63,142.49,,3.03,P 2
2020,Kepulauan Riau,Kota Tanjung Pinang,"54,013.05","7,069.13",13.09,"33,737.99",62.46,"40,807.12",75.55,,126.97,0.24,P 2
2020,DKI Jakarta,Kab. Adm. Kep. Seribu,"6,329.24","1,499.81",23.7,"4,685.55",74.03,"6,185.36",97.73,863.03,416.27,20.21,P 2
2020,DKI Jakarta,Kota Adm. Jakarta Pusat,"308,331.29","68,330.22",22.16,"234,002.36",75.89,"302,332.58",98.05,"37,682.70","15,009.66",17.09,P 2
2020,DKI Jakarta,Kota Adm. Jakarta Utara,"489,481.03","111,321.02",22.74,"373,285.50",76.26,"484,606.52",99,"25,737.65",,5.26,P 2
2020,DKI Jakarta,Kota Adm. Jakarta Barat,"719,768.00","169,210.45",23.51,"544,629.83",75.67,"713,840.28",99.18,"56,010.63",897.86,7.91,P 2
2020,DKI Jakarta,Kota Adm. Jakarta Selatan,"701,164.63","153,592.24",21.91,"530,070.34",75.6,"683,662.58",97.5,"71,259.19",196.92,10.19,P 2
2020,DKI Jakarta,Kota Adm. Jakarta Timur,"829,738.03","186,180.43",22.44,"626,336.12",75.49,"812,516.56",97.92,"181,822.49",,21.91,P 2
2020,Jawa Barat,Kab. Sukabumi,"375,495.94","81,773.35",21.78,"175,200.00",46.66,"256,973.35",68.44,"14,865.53",,3.96,P 1
2020,Jawa Barat,Kab. Bandung,"482,291.89","63,428.61",13.15,"108,573.58",22.51,"172,002.19",35.66,"52,737.76","6,329.10",12.25,P 2
2020,Jawa Barat,Kab. Ciamis,"209,920.70","95,779.90",45.63,"57,342.96",27.32,"153,122.86",72.94,"90,231.76","4,417.96",45.09,P 2
2020,Jawa Barat,Kab. Cirebon,"448,368.18","8,548.25",1.91,"54,750.00",12.21,"63,298.25",14.12,"8,531.95",,1.9,P 2
