Level,Provinces Name,Provinces Code,Time,Time Code,Household Access to Safe Water (in % of total household),Household Access to safe Sanitation (in % of total Household)
"Jawa Timur, Prop.","Situbondo, Kab.",ID.JI.SB,2015,YR2015,53.30699539,38.45653915
"Jawa Timur, Prop.","Situbondo, Kab.",ID.JI.SB,2016,YR2016,61.94766617,34.51087952
"Jawa Timur, Prop.","Situbondo, Kab.",ID.JI.SB,2017,YR2017,44.46687317,38.35078049
"Jawa Timur, Prop.","Situbondo, Kab.",ID.JI.SB,2018,YR2018,60.43322754,43.56473923
"Jawa Timur, Prop.","Situbondo, Kab.",ID.JI.SB,2019,YR2019,64.67176056,52.03085709
"Jawa Timur, Prop.","Situbondo, Kab.",ID.JI.SB,2020,YR2020,65.14448547,52.74104309
"Jawa Timur, Prop.","Sumenep, Kab.",ID.JI.SM,2011,YR2011,64.16405,35.10207
"Jawa Timur, Prop.","Sumenep, Kab.",ID.JI.SM,2012,YR2012,48.46,38.7
"Jawa Timur, Prop.","Sumenep, Kab.",ID.JI.SM,2013,YR2013,60.03916931,42.10478592
"Jawa Timur, Prop.","Sumenep, Kab.",ID.JI.SM,2014,YR2014,67.05525208,44.5381546
"Jawa Timur, Prop.","Sumenep, Kab.",ID.JI.SM,2015,YR2015,74.109375,53.83850861
"Jawa Timur, Prop.","Sumenep, Kab.",ID.JI.SM,2016,YR2016,74.82377625,54.51457977
"Jawa Timur, Prop.","Sumenep, Kab.",ID.JI.SM,2017,YR2017,72.40355682,58.06464386
"Jawa Timur, Prop.","Sumenep, Kab.",ID.JI.SM,2018,YR2018,78.06921387,62.76334
"Jawa Timur, Prop.","Sumenep, Kab.",ID.JI.SM,2019,YR2019,63.12198639,61.05234146
"Jawa Timur, Prop.","Sumenep, Kab.",ID.JI.SM,2020,YR2020,75.27046967,64.08887482
"Jawa Timur, Prop.","Trenggalek, Kab.",ID.JI.TR,2011,YR2011,38.39195,61.8669
"Jawa Timur, Prop.","Trenggalek, Kab.",ID.JI.TR,2012,YR2012,44.35,65.97
"Jawa Timur, Prop.","Trenggalek, Kab.",ID.JI.TR,2013,YR2013,48.37966537,67.76444244
"Jawa Timur, Prop.","Trenggalek, Kab.",ID.JI.TR,2014,YR2014,50.16799164,72.11784363
"Jawa Timur, Prop.","Trenggalek, Kab.",ID.JI.TR,2015,YR2015,50.97678375,72.97980499
"Jawa Timur, Prop.","Trenggalek, Kab.",ID.JI.TR,2016,YR2016,55.97307205,76.42842102
"Jawa Timur, Prop.","Trenggalek, Kab.",ID.JI.TR,2017,YR2017,48.34141541,73.81568909
"Jawa Timur, Prop.","Trenggalek, Kab.",ID.JI.TR,2018,YR2018,51.11876297,75.55554199
"Jawa Timur, Prop.","Trenggalek, Kab.",ID.JI.TR,2019,YR2019,59.61038971,78.28455353
"Jawa Timur, Prop.","Trenggalek, Kab.",ID.JI.TR,2020,YR2020,63.37256622,85.44390106
"Jawa Timur, Prop.","Tuban, Kab.",ID.JI.TB,2011,YR2011,73.22539,56.68587
"Jawa Timur, Prop.","Tuban, Kab.",ID.JI.TB,2012,YR2012,69.91,59
"Jawa Timur, Prop.","Tuban, Kab.",ID.JI.TB,2013,YR2013,76.75231934,61.20074844
"Jawa Timur, Prop.","Tuban, Kab.",ID.JI.TB,2014,YR2014,72.12953186,68.31246948
"Jawa Timur, Prop.","Tuban, Kab.",ID.JI.TB,2015,YR2015,81.26078796,70.90097046
"Jawa Timur, Prop.","Tuban, Kab.",ID.JI.TB,2016,YR2016,80.65763092,70.10263062
"Jawa Timur, Prop.","Tuban, Kab.",ID.JI.TB,2017,YR2017,82.56842041,75.16018677
"Jawa Timur, Prop.","Tuban, Kab.",ID.JI.TB,2018,YR2018,83.06907654,74.07316589
"Jawa Timur, Prop.","Tuban, Kab.",ID.JI.TB,2019,YR2019,86.89118195,80.6288147
"Jawa Timur, Prop.","Tuban, Kab.",ID.JI.TB,2020,YR2020,88.23462677,80.1835022
"Jawa Timur, Prop.","Tulungagung, Kab.",ID.JI.TG,2011,YR2011,62.06933,74.42861
"Jawa Timur, Prop.","Tulungagung, Kab.",ID.JI.TG,2012,YR2012,61.71,70.69
"Jawa Timur, Prop.","Tulungagung, Kab.",ID.JI.TG,2013,YR2013,61.7811203,78.86817169
"Jawa Timur, Prop.","Tulungagung, Kab.",ID.JI.TG,2014,YR2014,66.14904785,78.88980865
"Jawa Timur, Prop.","Tulungagung, Kab.",ID.JI.TG,2015,YR2015,74.33644104,80.62090302
"Jawa Timur, Prop.","Tulungagung, Kab.",ID.JI.TG,2016,YR2016,67.45908356,84.18173981
"Jawa Timur, Prop.","Tulungagung, Kab.",ID.JI.TG,2017,YR2017,69.95250702,85.43357086
"Jawa Timur, Prop.","Tulungagung, Kab.",ID.JI.TG,2018,YR2018,68.87129211,86.15640259
"Jawa Timur, Prop.","Tulungagung, Kab.",ID.JI.TG,2019,YR2019,66.17870331,89.44624329
"Jawa Timur, Prop.","Tulungagung, Kab.",ID.JI.TG,2020,YR2020,70.36125183,89.46717072
"Kalimantan Barat, Prop.","Bengkayang, Kab.",ID.KB.BE,2011,YR2011,28.22368,62.73493
"Kalimantan Barat, Prop.","Bengkayang, Kab.",ID.KB.BE,2012,YR2012,45.4,63.53
"Kalimantan Barat, Prop.","Bengkayang, Kab.",ID.KB.BE,2013,YR2013,36.11875916,64.35605621
"Kalimantan Barat, Prop.","Bengkayang, Kab.",ID.KB.BE,2014,YR2014,48.42681122,64.42340088
"Kalimantan Barat, Prop.","Bengkayang, Kab.",ID.KB.BE,2015,YR2015,37.34887695,57.42297363
"Kalimantan Barat, Prop.","Bengkayang, Kab.",ID.KB.BE,2016,YR2016,34.80544662,74.4309845
"Kalimantan Barat, Prop.","Bengkayang, Kab.",ID.KB.BE,2017,YR2017,30.04177475,76.03429413
"Kalimantan Barat, Prop.","Bengkayang, Kab.",ID.KB.BE,2018,YR2018,37.30046082,69.19651031
"Kalimantan Barat, Prop.","Bengkayang, Kab.",ID.KB.BE,2019,YR2019,55.91539001,82.35497284
"Kalimantan Barat, Prop.","Bengkayang, Kab.",ID.KB.BE,2020,YR2020,43.90031433,84.41552734
"Kalimantan Barat, Prop.","Kapuas Hulu, Kab.",ID.KB.KH,2011,YR2011,28.01102,52.9093
"Kalimantan Barat, Prop.","Kapuas Hulu, Kab.",ID.KB.KH,2012,YR2012,38.72,59.3
"Kalimantan Barat, Prop.","Kapuas Hulu, Kab.",ID.KB.KH,2013,YR2013,38.14207077,60.77931595
"Kalimantan Barat, Prop.","Kapuas Hulu, Kab.",ID.KB.KH,2014,YR2014,37.90996552,55.13089371
"Kalimantan Barat, Prop.","Kapuas Hulu, Kab.",ID.KB.KH,2015,YR2015,45.905159,57.22603607
"Kalimantan Barat, Prop.","Kapuas Hulu, Kab.",ID.KB.KH,2016,YR2016,44.76300049,63.80806732
"Kalimantan Barat, Prop.","Kapuas Hulu, Kab.",ID.KB.KH,2017,YR2017,51.45267868,63.47581863
"Kalimantan Barat, Prop.","Kapuas Hulu, Kab.",ID.KB.KH,2018,YR2018,56.4976387,72.28847504
"Kalimantan Barat, Prop.","Kapuas Hulu, Kab.",ID.KB.KH,2019,YR2019,51.41713715,76.78749847
"Kalimantan Barat, Prop.","Kapuas Hulu, Kab.",ID.KB.KH,2020,YR2020,55.79317093,77.31388855
"Kalimantan Barat, Prop.","Kayong Utara, Kab.",ID.KB.KU,2011,YR2011,10.33742,54.07827
"Kalimantan Barat, Prop.","Kayong Utara, Kab.",ID.KB.KU,2012,YR2012,7.11,55.06
"Kalimantan Barat, Prop.","Kayong Utara, Kab.",ID.KB.KU,2013,YR2013,8.833889961,49.56521606
"Kalimantan Barat, Prop.","Kayong Utara, Kab.",ID.KB.KU,2014,YR2014,14.52237701,67.74086761
"Kalimantan Barat, Prop.","Kayong Utara, Kab.",ID.KB.KU,2015,YR2015,25.11034393,69.44867706
"Kalimantan Barat, Prop.","Kayong Utara, Kab.",ID.KB.KU,2016,YR2016,28.74594116,66.22467804
"Kalimantan Barat, Prop.","Kayong Utara, Kab.",ID.KB.KU,2017,YR2017,30.66753197,77.31082916
"Kalimantan Barat, Prop.","Kayong Utara, Kab.",ID.KB.KU,2018,YR2018,29.89091492,74.92236328
"Kalimantan Barat, Prop.","Kayong Utara, Kab.",ID.KB.KU,2019,YR2019,40.80198669,72.46133423
"Kalimantan Barat, Prop.","Kayong Utara, Kab.",ID.KB.KU,2020,YR2020,24.99549103,79.02615356
"Kalimantan Barat, Prop.","Ketapang, Kab.",ID.KB.KE,2011,YR2011,30.05325,56.2965
"Kalimantan Barat, Prop.","Ketapang, Kab.",ID.KB.KE,2012,YR2012,31.25,59.56
"Kalimantan Barat, Prop.","Ketapang, Kab.",ID.KB.KE,2013,YR2013,28.29035187,58.99996948
"Kalimantan Barat, Prop.","Ketapang, Kab.",ID.KB.KE,2014,YR2014,27.43500519,66.51743317
"Kalimantan Barat, Prop.","Ketapang, Kab.",ID.KB.KE,2015,YR2015,44.57591248,67.45720673
"Kalimantan Barat, Prop.","Ketapang, Kab.",ID.KB.KE,2016,YR2016,35.20633698,64.46111298
"Kalimantan Barat, Prop.","Ketapang, Kab.",ID.KB.KE,2017,YR2017,36.87289429,72.6794281
"Kalimantan Barat, Prop.","Ketapang, Kab.",ID.KB.KE,2018,YR2018,41.50120544,76.3571167
"Kalimantan Barat, Prop.","Ketapang, Kab.",ID.KB.KE,2019,YR2019,42.69366837,78.57848358
"Kalimantan Barat, Prop.","Ketapang, Kab.",ID.KB.KE,2020,YR2020,42.83189774,84.86392212
"Kalimantan Barat, Prop.","Kubu Raya, Kab.",ID.KB.KR,2011,YR2011,7.773285,75.36552
"Kalimantan Barat, Prop.","Kubu Raya, Kab.",ID.KB.KR,2012,YR2012,8.27,75.29
"Kalimantan Barat, Prop.","Kubu Raya, Kab.",ID.KB.KR,2013,YR2013,9.375910759,75.52521515
"Kalimantan Barat, Prop.","Kubu Raya, Kab.",ID.KB.KR,2014,YR2014,12.87261105,78.13192749
"Kalimantan Barat, Prop.","Kubu Raya, Kab.",ID.KB.KR,2015,YR2015,12.03680134,88.87366486
"Kalimantan Barat, Prop.","Kubu Raya, Kab.",ID.KB.KR,2016,YR2016,8.957413673,88.38742065
"Kalimantan Barat, Prop.","Kubu Raya, Kab.",ID.KB.KR,2017,YR2017,13.7851429,82.03782654
"Kalimantan Barat, Prop.","Kubu Raya, Kab.",ID.KB.KR,2018,YR2018,13.61624336,79.7440567
"Kalimantan Barat, Prop.","Kubu Raya, Kab.",ID.KB.KR,2019,YR2019,11.21375656,84.48777771
"Kalimantan Barat, Prop.","Kubu Raya, Kab.",ID.KB.KR,2020,YR2020,13.5352726,85.92606354
"Kalimantan Barat, Prop.","Landak, Kab.",ID.KB.LA,2011,YR2011,19.41994,49.61205
"Kalimantan Barat, Prop.","Landak, Kab.",ID.KB.LA,2012,YR2012,22.1,56.37
"Kalimantan Barat, Prop.","Landak, Kab.",ID.KB.LA,2013,YR2013,20.67957306,54.04431915
"Kalimantan Barat, Prop.","Landak, Kab.",ID.KB.LA,2014,YR2014,22.80010223,53.59113312
"Kalimantan Barat, Prop.","Landak, Kab.",ID.KB.LA,2015,YR2015,28.44107056,52.22027206
"Kalimantan Barat, Prop.","Landak, Kab.",ID.KB.LA,2016,YR2016,20.59044647,56.98274994
"Kalimantan Barat, Prop.","Landak, Kab.",ID.KB.LA,2017,YR2017,30.30053711,55.32383347
"Kalimantan Barat, Prop.","Landak, Kab.",ID.KB.LA,2018,YR2018,34.11886215,64.65131378
"Kalimantan Barat, Prop.","Landak, Kab.",ID.KB.LA,2019,YR2019,31.46289825,65.35144806
"Kalimantan Barat, Prop.","Landak, Kab.",ID.KB.LA,2020,YR2020,40.98099136,69.55513
"Kalimantan Barat, Prop.","Melawi, Kab.",ID.KB.ME,2011,YR2011,23.2415,38.94905
"Kalimantan Barat, Prop.","Melawi, Kab.",ID.KB.ME,2012,YR2012,25.25,38.4
"Kalimantan Barat, Prop.","Melawi, Kab.",ID.KB.ME,2013,YR2013,25.98626328,39.48272324
"Kalimantan Barat, Prop.","Melawi, Kab.",ID.KB.ME,2014,YR2014,26.76709557,52.30276489
"Kalimantan Barat, Prop.","Melawi, Kab.",ID.KB.ME,2015,YR2015,38.75215149,64.65721893
"Kalimantan Barat, Prop.","Melawi, Kab.",ID.KB.ME,2016,YR2016,34.38041306,55.54183578
"Kalimantan Barat, Prop.","Melawi, Kab.",ID.KB.ME,2017,YR2017,35.19178772,59.49369812
"Kalimantan Barat, Prop.","Melawi, Kab.",ID.KB.ME,2018,YR2018,37.93063736,71.98049927
"Kalimantan Barat, Prop.","Melawi, Kab.",ID.KB.ME,2019,YR2019,40.62168884,68.04263306
"Kalimantan Barat, Prop.","Melawi, Kab.",ID.KB.ME,2020,YR2020,44.05389404,70.48339081
"Kalimantan Barat, Prop.","Pontianak, Kab.",ID.KB.PR,2011,YR2011,13.62605,72.74063
"Kalimantan Barat, Prop.","Pontianak, Kab.",ID.KB.PR,2012,YR2012,18.2,76.21
"Kalimantan Barat, Prop.","Pontianak, Kab.",ID.KB.PR,2013,YR2013,19.81647682,77.12600708
"Kalimantan Barat, Prop.","Pontianak, Kab.",ID.KB.PR,2014,YR2014,20.47591782,74.56267548
"Kalimantan Barat, Prop.","Pontianak, Kab.",ID.KB.PR,2015,YR2015,16.69663239,81.02482605
"Kalimantan Barat, Prop.","Pontianak, Kab.",ID.KB.PR,2016,YR2016,22.02534676,78.96704102
"Kalimantan Barat, Prop.","Pontianak, Kab.",ID.KB.PR,2017,YR2017,19.48829651,82.84723663
"Kalimantan Barat, Prop.","Pontianak, Kab.",ID.KB.PR,2018,YR2018,22.60285187,82.88972473
"Kalimantan Barat, Prop.","Pontianak, Kab.",ID.KB.PR,2019,YR2019,26.22608185,83.80303955
"Kalimantan Barat, Prop.","Pontianak, Kab.",ID.KB.PR,2020,YR2020,20.79237175,87.03534698
"Kalimantan Barat, Prop.","Sambas, Kab.",ID.KB.SM,2011,YR2011,6.568437,71.24039
"Kalimantan Barat, Prop.","Sambas, Kab.",ID.KB.SM,2012,YR2012,5.73,73.8
"Kalimantan Barat, Prop.","Sambas, Kab.",ID.KB.SM,2013,YR2013,5.859496593,77.07706451
"Kalimantan Barat, Prop.","Sambas, Kab.",ID.KB.SM,2014,YR2014,8.576050758,74.10321045
"Kalimantan Barat, Prop.","Sambas, Kab.",ID.KB.SM,2015,YR2015,10.58035374,78.32279205
"Kalimantan Barat, Prop.","Sambas, Kab.",ID.KB.SM,2016,YR2016,9.841702461,82.56946564
"Kalimantan Barat, Prop.","Sambas, Kab.",ID.KB.SM,2017,YR2017,3.867775917,84.95072174
"Kalimantan Barat, Prop.","Sambas, Kab.",ID.KB.SM,2018,YR2018,8.916934967,83.46947479
"Kalimantan Barat, Prop.","Sambas, Kab.",ID.KB.SM,2019,YR2019,10.54012585,88.95252991
"Kalimantan Barat, Prop.","Sambas, Kab.",ID.KB.SM,2020,YR2020,8.660743713,86.27960205
"Kalimantan Barat, Prop.","Sanggau, Kab.",ID.KB.SN,2011,YR2011,30.64576,56.84532
"Kalimantan Barat, Prop.","Sanggau, Kab.",ID.KB.SN,2012,YR2012,32.92,61.03
"Kalimantan Barat, Prop.","Sanggau, Kab.",ID.KB.SN,2013,YR2013,44.86495209,68.63787842
"Kalimantan Barat, Prop.","Sanggau, Kab.",ID.KB.SN,2014,YR2014,40.96937943,65.1805191
"Kalimantan Barat, Prop.","Sanggau, Kab.",ID.KB.SN,2015,YR2015,36.39414215,71.96174622
"Kalimantan Barat, Prop.","Sanggau, Kab.",ID.KB.SN,2016,YR2016,38.64264297,70.99950409
"Kalimantan Barat, Prop.","Sanggau, Kab.",ID.KB.SN,2017,YR2017,37.95515823,66.97255707
"Kalimantan Barat, Prop.","Sanggau, Kab.",ID.KB.SN,2018,YR2018,45.69825745,73.84693909
"Kalimantan Barat, Prop.","Sanggau, Kab.",ID.KB.SN,2019,YR2019,49.3264389,73.45881653
"Kalimantan Barat, Prop.","Sanggau, Kab.",ID.KB.SN,2020,YR2020,45.61286545,77.02142334
"Kalimantan Barat, Prop.","Sekadau, Kab.",ID.KB.SE,2011,YR2011,16.17994,40.1944
"Kalimantan Barat, Prop.","Sekadau, Kab.",ID.KB.SE,2012,YR2012,21.18,48.07
"Kalimantan Barat, Prop.","Sekadau, Kab.",ID.KB.SE,2013,YR2013,31.84233093,48.20308685
"Kalimantan Barat, Prop.","Sekadau, Kab.",ID.KB.SE,2014,YR2014,28.26341438,59.40364075
"Kalimantan Barat, Prop.","Sekadau, Kab.",ID.KB.SE,2015,YR2015,35.3909874,58.74676132
"Kalimantan Barat, Prop.","Sekadau, Kab.",ID.KB.SE,2016,YR2016,39.88830948,59.04646683
"Kalimantan Barat, Prop.","Sekadau, Kab.",ID.KB.SE,2017,YR2017,34.83978653,60.94353104
"Kalimantan Barat, Prop.","Sekadau, Kab.",ID.KB.SE,2018,YR2018,42.52157974,61.29543686
"Kalimantan Barat, Prop.","Sekadau, Kab.",ID.KB.SE,2019,YR2019,42.85232925,74.12289429
"Kalimantan Barat, Prop.","Sekadau, Kab.",ID.KB.SE,2020,YR2020,38.72911453,77.94863892
"Kalimantan Barat, Prop.","Sintang, Kab.",ID.KB.SI,2011,YR2011,37.90623,65.55975
"Kalimantan Barat, Prop.","Sintang, Kab.",ID.KB.SI,2012,YR2012,31.64,60.82
"Kalimantan Barat, Prop.","Sintang, Kab.",ID.KB.SI,2013,YR2013,46.94248581,67.71452332
"Kalimantan Barat, Prop.","Sintang, Kab.",ID.KB.SI,2014,YR2014,51.82082748,63.5695343
"Kalimantan Barat, Prop.","Sintang, Kab.",ID.KB.SI,2015,YR2015,44.24137878,68.96844482
"Kalimantan Barat, Prop.","Sintang, Kab.",ID.KB.SI,2016,YR2016,40.68513489,68.60749054
"Kalimantan Barat, Prop.","Sintang, Kab.",ID.KB.SI,2017,YR2017,46.16542816,70.20059204
"Kalimantan Barat, Prop.","Sintang, Kab.",ID.KB.SI,2018,YR2018,49.06534195,78.21974182
"Kalimantan Barat, Prop.","Sintang, Kab.",ID.KB.SI,2019,YR2019,55.30249405,81.14354706
"Kalimantan Barat, Prop.","Sintang, Kab.",ID.KB.SI,2020,YR2020,55.63508987,78.62561035
"Kalimantan Selatan, Prop.","Balangan, Kab.",ID.KS.BA,2011,YR2011,59.1249,63.71273
"Kalimantan Selatan, Prop.","Balangan, Kab.",ID.KS.BA,2012,YR2012,57.89,65.97
"Kalimantan Selatan, Prop.","Balangan, Kab.",ID.KS.BA,2013,YR2013,54.8125267,71.26461029
"Kalimantan Selatan, Prop.","Balangan, Kab.",ID.KS.BA,2014,YR2014,54.09836197,80.01589203
"Kalimantan Selatan, Prop.","Balangan, Kab.",ID.KS.BA,2015,YR2015,60.91888428,81.79045868
"Kalimantan Selatan, Prop.","Balangan, Kab.",ID.KS.BA,2016,YR2016,68.54685211,77.80943298
"Kalimantan Selatan, Prop.","Balangan, Kab.",ID.KS.BA,2017,YR2017,66.96900177,82.83488464
"Kalimantan Selatan, Prop.","Balangan, Kab.",ID.KS.BA,2018,YR2018,71.34887695,81.06635284
"Kalimantan Selatan, Prop.","Balangan, Kab.",ID.KS.BA,2019,YR2019,75.08541107,83.34506989
"Kalimantan Selatan, Prop.","Balangan, Kab.",ID.KS.BA,2020,YR2020,73.56082153,91.17803955
"Kalimantan Selatan, Prop.","Banjar, Kab.",ID.JR.BA,2011,YR2011,43.50162,57.29129
"Kalimantan Selatan, Prop.","Banjar, Kab.",ID.JR.BA,2012,YR2012,44.79,61.84
"Kalimantan Selatan, Prop.","Banjar, Kab.",ID.JR.BA,2013,YR2013,49.86883163,65.41247559
"Kalimantan Selatan, Prop.","Banjar, Kab.",ID.JR.BA,2014,YR2014,52.69557953,60.48529816
"Kalimantan Selatan, Prop.","Banjar, Kab.",ID.JR.BA,2015,YR2015,57.96643066,63.45216751
"Kalimantan Selatan, Prop.","Banjar, Kab.",ID.JR.BA,2016,YR2016,57.08504486,66.80331421
"Kalimantan Selatan, Prop.","Banjar, Kab.",ID.JR.BA,2017,YR2017,59.50408554,72.76187134
"Kalimantan Selatan, Prop.","Banjar, Kab.",ID.JR.BA,2018,YR2018,59.7734642,71.73091125
"Kalimantan Selatan, Prop.","Banjar, Kab.",ID.JR.BA,2019,YR2019,56.63790894,73.03448486
"Kalimantan Selatan, Prop.","Banjar, Kab.",ID.JR.BA,2020,YR2020,66.09816742,79.00743103
"Kalimantan Selatan, Prop.","Barito Kuala, Kab.",ID.KS.BK,2011,YR2011,35.20492,44.7918
"Kalimantan Selatan, Prop.","Barito Kuala, Kab.",ID.KS.BK,2012,YR2012,39.54,43.69
"Kalimantan Selatan, Prop.","Barito Kuala, Kab.",ID.KS.BK,2013,YR2013,37.96004868,46.28232574
"Kalimantan Selatan, Prop.","Barito Kuala, Kab.",ID.KS.BK,2014,YR2014,41.28845215,52.76329041
"Kalimantan Selatan, Prop.","Barito Kuala, Kab.",ID.KS.BK,2015,YR2015,43.63978577,59.70386124
"Kalimantan Selatan, Prop.","Barito Kuala, Kab.",ID.KS.BK,2016,YR2016,54.94879913,59.85289764
"Kalimantan Selatan, Prop.","Barito Kuala, Kab.",ID.KS.BK,2017,YR2017,44.77495575,47.84473419
"Kalimantan Selatan, Prop.","Barito Kuala, Kab.",ID.KS.BK,2018,YR2018,57.1986084,59.35283279
"Kalimantan Selatan, Prop.","Barito Kuala, Kab.",ID.KS.BK,2019,YR2019,57.6013031,62.64696121
"Kalimantan Selatan, Prop.","Barito Kuala, Kab.",ID.KS.BK,2020,YR2020,58.38870239,62.66409683
"Kalimantan Selatan, Prop.","Hulu Sungai Selatan, Kab.",ID.KS.HS,2011,YR2011,50.07914,40.77398
"Kalimantan Selatan, Prop.","Hulu Sungai Selatan, Kab.",ID.KS.HS,2012,YR2012,51.08,43.14
"Kalimantan Selatan, Prop.","Hulu Sungai Selatan, Kab.",ID.KS.HS,2013,YR2013,61.85968018,51.11732483
"Kalimantan Selatan, Prop.","Hulu Sungai Selatan, Kab.",ID.KS.HS,2014,YR2014,62.66580963,49.22460175
"Kalimantan Selatan, Prop.","Hulu Sungai Selatan, Kab.",ID.KS.HS,2015,YR2015,60.9005928,59.15018845
"Kalimantan Selatan, Prop.","Hulu Sungai Selatan, Kab.",ID.KS.HS,2016,YR2016,63.29212952,61.4526825
"Kalimantan Selatan, Prop.","Hulu Sungai Selatan, Kab.",ID.KS.HS,2017,YR2017,61.86404419,64.68380737
"Kalimantan Selatan, Prop.","Hulu Sungai Selatan, Kab.",ID.KS.HS,2018,YR2018,54.63019562,72.43765259
"Kalimantan Selatan, Prop.","Hulu Sungai Selatan, Kab.",ID.KS.HS,2019,YR2019,57.28437424,78.10970306
"Kalimantan Selatan, Prop.","Hulu Sungai Selatan, Kab.",ID.KS.HS,2020,YR2020,63.73436356,80.34137726
"Kalimantan Selatan, Prop.","Hulu Sungai Tengah, Kab.",ID.KS.HT,2011,YR2011,52.29247,60.04611
"Kalimantan Selatan, Prop.","Hulu Sungai Tengah, Kab.",ID.KS.HT,2012,YR2012,56.01,60.23
"Kalimantan Selatan, Prop.","Hulu Sungai Tengah, Kab.",ID.KS.HT,2013,YR2013,45.09524536,56.9771843
"Kalimantan Selatan, Prop.","Hulu Sungai Tengah, Kab.",ID.KS.HT,2014,YR2014,52.3935318,67.93626404
"Kalimantan Selatan, Prop.","Hulu Sungai Tengah, Kab.",ID.KS.HT,2015,YR2015,54.38864136,63.99856949
"Kalimantan Selatan, Prop.","Hulu Sungai Tengah, Kab.",ID.KS.HT,2016,YR2016,59.00424194,72.51622009
"Kalimantan Selatan, Prop.","Hulu Sungai Tengah, Kab.",ID.KS.HT,2017,YR2017,56.9974556,73.55422974
"Kalimantan Selatan, Prop.","Hulu Sungai Tengah, Kab.",ID.KS.HT,2018,YR2018,61.06629944,73.07495117
"Kalimantan Selatan, Prop.","Hulu Sungai Tengah, Kab.",ID.KS.HT,2019,YR2019,62.39208603,81.08293152
"Kalimantan Selatan, Prop.","Hulu Sungai Tengah, Kab.",ID.KS.HT,2020,YR2020,65.08694458,80.697258
"Kalimantan Selatan, Prop.","Hulu Sungai Utara, Kab.",ID.KS.HU,2011,YR2011,57.05162,51.60846
"Kalimantan Selatan, Prop.","Hulu Sungai Utara, Kab.",ID.KS.HU,2012,YR2012,57.17,50.62
"Kalimantan Selatan, Prop.","Hulu Sungai Utara, Kab.",ID.KS.HU,2013,YR2013,49.16762161,50.54346848
"Kalimantan Selatan, Prop.","Hulu Sungai Utara, Kab.",ID.KS.HU,2014,YR2014,59.83223343,52.52915573
"Kalimantan Selatan, Prop.","Hulu Sungai Utara, Kab.",ID.KS.HU,2015,YR2015,71.95476532,66.68482971
"Kalimantan Selatan, Prop.","Hulu Sungai Utara, Kab.",ID.KS.HU,2016,YR2016,67.76329041,68.59655762
"Kalimantan Selatan, Prop.","Hulu Sungai Utara, Kab.",ID.KS.HU,2017,YR2017,64.98336792,76.07635498
"Kalimantan Selatan, Prop.","Hulu Sungai Utara, Kab.",ID.KS.HU,2018,YR2018,72.03020477,75.28986359
"Kalimantan Selatan, Prop.","Hulu Sungai Utara, Kab.",ID.KS.HU,2019,YR2019,73.93629456,82.88432312
"Kalimantan Selatan, Prop.","Hulu Sungai Utara, Kab.",ID.KS.HU,2020,YR2020,74.58447266,84.95980835
"Kalimantan Selatan, Prop.","Kota Baru, Kab.",ID.KS.KB,2011,YR2011,54.06021,75.22494
"Kalimantan Selatan, Prop.","Kota Baru, Kab.",ID.KS.KB,2012,YR2012,52.9,72.04
"Kalimantan Selatan, Prop.","Kota Baru, Kab.",ID.KS.KB,2013,YR2013,57.42922974,71.08516693
"Kalimantan Selatan, Prop.","Kota Baru, Kab.",ID.KS.KB,2014,YR2014,58.64807892,68.97515869
"Kalimantan Selatan, Prop.","Kota Baru, Kab.",ID.KS.KB,2015,YR2015,59.86172104,75.01377106
"Kalimantan Selatan, Prop.","Kota Baru, Kab.",ID.KS.KB,2016,YR2016,55.00608063,77.56730652
"Kalimantan Selatan, Prop.","Kota Baru, Kab.",ID.KS.KB,2017,YR2017,65.31260681,83.75354004
"Kalimantan Selatan, Prop.","Kota Baru, Kab.",ID.KS.KB,2018,YR2018,67.32814026,80.62677002
"Kalimantan Selatan, Prop.","Kota Baru, Kab.",ID.KS.KB,2019,YR2019,68.46710205,86.57823181
"Kalimantan Selatan, Prop.","Kota Baru, Kab.",ID.KS.KB,2020,YR2020,68.58585358,91.19385529
"Kalimantan Selatan, Prop.","Tabalong, Kab.",ID.KS.TB,2011,YR2011,63.99584,73.09285
"Kalimantan Selatan, Prop.","Tabalong, Kab.",ID.KS.TB,2012,YR2012,61.9,74.98
"Kalimantan Selatan, Prop.","Tabalong, Kab.",ID.KS.TB,2013,YR2013,68.44468689,75.85822296
"Kalimantan Selatan, Prop.","Tabalong, Kab.",ID.KS.TB,2014,YR2014,60.77478409,80.19276428
"Kalimantan Selatan, Prop.","Tabalong, Kab.",ID.KS.TB,2015,YR2015,57.57126236,83.58374023
"Kalimantan Selatan, Prop.","Tabalong, Kab.",ID.KS.TB,2016,YR2016,65.76890564,85.00363922
"Kalimantan Selatan, Prop.","Tabalong, Kab.",ID.KS.TB,2017,YR2017,69.46426392,90.61732483
"Kalimantan Selatan, Prop.","Tabalong, Kab.",ID.KS.TB,2018,YR2018,69.59503937,88.14074707
"Kalimantan Selatan, Prop.","Tabalong, Kab.",ID.KS.TB,2019,YR2019,73.29534149,93.40055084
"Kalimantan Selatan, Prop.","Tabalong, Kab.",ID.KS.TB,2020,YR2020,75.78014374,97.14855194
"Kalimantan Selatan, Prop.","Tanah Bumbu, Kab.",ID.KS.TN,2011,YR2011,62.20183,73.35566
